project__name,tw_size,tw_quantity,tw_with_pc_percentage,tw_improves_cr_quantity,tw_equal_cr_quantity,tw_improves_ipe_quantity,tw_equal_ipe_quantity,tw_worsen_ipe_quantity,cr_improvement_percentage_min,cr_improvement_percentage_mean,cr_improvement_percentage_std,cr_improvement_percentage_max,ipe_improvement_percentage_min,ipe_improvement_percentage_mean,ipe_improvement_percentage_std,ipe_improvement_percentage_max
dhis2-core,7,144,1.39,0,2,2,0,0,0.00,0.00,0.00,0.00,13.64,75.00,86.78,136.36
dhis2-core,14,72,4.17,0,3,3,0,0,0.00,0.00,0.00,0.00,3.95,41.27,32.39,62.16
dhis2-core,28,36,8.33,0,3,3,0,0,0.00,0.00,0.00,0.00,2.80,23.00,18.62,39.47
dhis2-core,60,17,17.65,1,2,3,0,0,0.00,33.33,57.74,100.00,26.35,199.19,232.17,463.08
dhis2-core,90,12,16.67,2,0,2,0,0,100.00,100.00,0.00,100.00,30.73,74.39,61.74,118.05
iroha,7,134,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
iroha,14,67,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
iroha,28,34,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
iroha,60,16,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
iroha,90,11,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Penny-Dreadful-Tools,7,136,7.35,1,9,8,2,0,0.00,10.00,31.62,100.00,0.00,463.03,660.95,1950.00
Penny-Dreadful-Tools,14,68,13.24,3,6,8,1,0,0.00,33.33,50.00,100.00,0.00,429.30,762.80,2400.00
Penny-Dreadful-Tools,28,34,26.47,3,6,9,0,0,0.00,33.33,50.00,100.00,9.32,264.82,341.81,1066.67
Penny-Dreadful-Tools,60,16,43.75,3,4,7,0,0,0.00,57.14,78.68,200.00,45.59,570.27,569.12,1409.09
Penny-Dreadful-Tools,90,11,63.64,5,2,7,0,0,0.00,85.71,69.01,200.00,3.12,252.96,228.62,626.03
mattermost-mobile,7,138,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
mattermost-mobile,14,69,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
mattermost-mobile,28,35,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
mattermost-mobile,60,17,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
mattermost-mobile,90,11,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
kubernetes-on-aws,7,138,4.35,0,6,6,0,0,0.00,0.00,0.00,0.00,6.67,395.56,696.28,1800.00
kubernetes-on-aws,14,69,8.70,1,5,6,0,0,0.00,16.67,40.82,100.00,10.00,200.13,284.92,766.67
kubernetes-on-aws,28,35,17.14,1,5,6,0,0,0.00,16.67,40.82,100.00,3.70,473.22,563.01,1533.33
kubernetes-on-aws,60,16,37.50,2,4,6,0,0,0.00,33.33,51.64,100.00,5.19,287.53,315.28,800.00
kubernetes-on-aws,90,11,36.36,3,1,4,0,0,0.00,100.00,81.65,200.00,34.69,43.44,7.17,51.25
rasa,7,7,85.71,5,1,5,0,1,0.00,236.11,164.79,500.00,-3.53,98.43,151.71,400.00
rasa,14,4,100.00,4,0,3,0,1,250.00,275.00,28.87,300.00,-3.00,38.16,29.54,66.73
rasa,28,2,100.00,2,0,2,0,0,466.67,583.34,164.99,700.00,46.88,55.57,12.29,64.26
rasa,60,1,100.00,1,0,1,0,0,1000.00,1000.00,0.00,1000.00,64.41,64.41,0.00,64.41
rasa,90,1,100.00,1,0,1,0,0,1000.00,1000.00,0.00,1000.00,64.41,64.41,0.00,64.41
on-demand-github-pages,7,137,5.84,3,5,8,0,0,0.00,37.50,51.75,100.00,5.56,345.47,792.13,2300.00
on-demand-github-pages,14,69,10.14,4,3,7,0,0,0.00,64.29,62.68,150.00,9.38,117.77,173.76,500.00
on-demand-github-pages,28,35,20.00,4,3,7,0,0,0.00,64.29,62.68,150.00,6.25,52.11,48.03,144.44
on-demand-github-pages,60,16,37.50,3,3,6,0,0,0.00,83.33,116.90,300.00,0.94,78.00,77.27,206.80
on-demand-github-pages,90,11,54.55,5,1,6,0,0,0.00,108.33,66.46,200.00,15.14,73.22,93.89,254.49
element-react,7,135,0.74,0,1,1,0,0,0.00,0.00,0.00,0.00,75.00,75.00,0.00,75.00
element-react,14,68,1.47,0,1,1,0,0,0.00,0.00,0.00,0.00,16.22,16.22,0.00,16.22
element-react,28,34,2.94,0,1,1,0,0,0.00,0.00,0.00,0.00,64.86,64.86,0.00,64.86
element-react,60,16,6.25,0,1,1,0,0,0.00,0.00,0.00,0.00,175.68,175.68,0.00,175.68
element-react,90,11,9.09,0,1,1,0,0,0.00,0.00,0.00,0.00,232.43,232.43,0.00,232.43
hesperides-gui,7,137,1.46,2,0,2,0,0,50.00,75.00,35.36,100.00,33.33,45.83,17.68,58.33
hesperides-gui,14,69,1.45,1,0,1,0,0,150.00,150.00,0.00,150.00,55.56,55.56,0.00,55.56
hesperides-gui,28,35,2.86,1,0,1,0,0,200.00,200.00,0.00,200.00,62.79,62.79,0.00,62.79
hesperides-gui,60,16,6.25,1,0,1,0,0,150.00,150.00,0.00,150.00,211.11,211.11,0.00,211.11
hesperides-gui,90,11,9.09,1,0,1,0,0,200.00,200.00,0.00,200.00,22.05,22.05,0.00,22.05
chain,7,136,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
chain,14,68,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
chain,28,34,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
chain,60,16,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
chain,90,11,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
blueprint,7,134,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
blueprint,14,67,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
blueprint,28,34,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
blueprint,60,16,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
blueprint,90,11,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
mapbox-navigation-ios,7,113,15.93,6,12,11,4,3,0.00,44.44,78.38,300.00,-14.29,112.04,184.91,566.67
mapbox-navigation-ios,14,57,28.07,10,6,14,2,0,0.00,93.75,106.26,400.00,0.00,118.53,120.52,460.00
mapbox-navigation-ios,28,29,41.38,9,3,10,2,0,0.00,154.17,140.55,400.00,0.00,54.28,48.28,156.34
mapbox-navigation-ios,60,14,57.14,6,2,7,0,1,0.00,281.25,267.18,700.00,-3.23,276.50,631.47,1833.33
mapbox-navigation-ios,90,9,66.67,6,0,6,0,0,100.00,400.00,254.95,800.00,17.66,111.83,124.57,293.33
tul_cob,7,132,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
tul_cob,14,66,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
tul_cob,28,33,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
tul_cob,60,16,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
tul_cob,90,11,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
hyrax,7,104,0.96,0,1,1,0,0,0.00,0.00,0.00,0.00,200.00,200.00,0.00,200.00
hyrax,14,52,1.92,1,0,1,0,0,100.00,100.00,0.00,100.00,44.68,44.68,0.00,44.68
hyrax,28,26,3.85,1,0,1,0,0,100.00,100.00,0.00,100.00,17.95,17.95,0.00,17.95
hyrax,60,13,7.69,1,0,1,0,0,100.00,100.00,0.00,100.00,65.99,65.99,0.00,65.99
hyrax,90,9,11.11,1,0,1,0,0,100.00,100.00,0.00,100.00,1270.37,1270.37,0.00,1270.37
material-components-web,7,129,0.78,1,0,1,0,0,100.00,100.00,0.00,100.00,42.11,42.11,0.00,42.11
material-components-web,14,65,3.08,1,1,2,0,0,0.00,50.00,70.71,100.00,95.24,194.99,141.07,294.74
material-components-web,28,33,6.06,1,1,2,0,0,0.00,50.00,70.71,100.00,58.82,416.25,505.48,773.68
material-components-web,60,15,13.33,1,1,2,0,0,0.00,50.00,70.71,100.00,15.28,85.01,98.61,154.74
material-components-web,90,10,20.00,1,1,2,0,0,0.00,50.00,70.71,100.00,125.00,170.40,64.20,215.79
phoenix-next,7,125,1.60,0,2,2,0,0,0.00,0.00,0.00,0.00,100.00,325.00,318.20,550.00
phoenix-next,14,63,3.17,0,2,2,0,0,0.00,0.00,0.00,0.00,41.67,445.84,571.58,850.00
phoenix-next,28,32,6.25,0,2,2,0,0,0.00,0.00,0.00,0.00,108.33,1254.17,1620.46,2400.00
phoenix-next,60,15,13.33,1,1,2,0,0,0.00,50.00,70.71,100.00,173.08,211.26,53.99,249.43
phoenix-next,90,10,20.00,1,1,2,0,0,0.00,50.00,70.71,100.00,22.78,242.64,310.93,462.50
a4-meinberlin,7,129,27.13,25,10,33,2,0,0.00,199.05,193.22,600.00,0.00,99.25,117.80,600.00
a4-meinberlin,14,65,43.08,23,5,26,1,1,0.00,265.48,224.75,800.00,-13.12,95.01,98.66,310.81
a4-meinberlin,28,33,60.61,17,3,19,1,0,0.00,380.00,327.88,1100.00,0.00,119.34,123.07,533.33
a4-meinberlin,60,15,86.67,11,2,12,1,0,0.00,651.28,672.18,1900.00,0.00,106.98,92.50,353.33
a4-meinberlin,90,10,100.00,9,1,10,0,0,0.00,768.33,732.21,1900.00,22.76,145.30,148.63,499.36
loopback-next,7,112,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
loopback-next,14,56,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
loopback-next,28,28,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
loopback-next,60,13,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
loopback-next,90,9,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
nakama,7,95,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
nakama,14,48,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
nakama,28,24,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
nakama,60,12,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
nakama,90,8,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AMO-Tools-Desktop,7,122,34.43,18,24,39,2,1,0.00,75.00,112.21,400.00,-10.81,205.98,315.14,1700.00
AMO-Tools-Desktop,14,61,47.54,21,8,28,1,0,0.00,156.90,162.42,600.00,0.00,293.83,508.10,2600.00
AMO-Tools-Desktop,28,31,70.97,17,5,22,0,0,0.00,238.64,259.09,900.00,9.09,470.54,1049.92,4700.00
AMO-Tools-Desktop,60,15,86.67,9,4,13,0,0,0.00,457.69,523.55,1500.00,45.00,129.03,136.13,560.61
AMO-Tools-Desktop,90,10,100.00,8,2,10,0,0,0.00,555.00,457.32,1400.00,48.85,236.79,251.80,770.00
aws-operator,7,119,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
aws-operator,14,60,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
aws-operator,28,30,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
aws-operator,60,14,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
aws-operator,90,10,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RDW_Reporting,7,121,16.53,7,13,19,1,0,0.00,55.00,99.87,400.00,0.00,129.19,138.51,600.00
RDW_Reporting,14,61,31.15,8,11,19,0,0,0.00,78.95,127.27,400.00,10.24,148.43,161.84,663.64
RDW_Reporting,28,31,48.39,8,7,15,0,0,0.00,133.33,179.95,600.00,20.00,141.80,196.24,753.85
RDW_Reporting,60,15,60.00,7,2,9,0,0,0.00,288.89,372.31,1100.00,8.20,196.46,314.68,1004.00
RDW_Reporting,90,10,60.00,6,0,6,0,0,100.00,450.00,476.45,1200.00,49.61,115.69,46.51,182.49
forward-epics-to-kafka,7,111,8.11,1,8,5,4,0,0.00,11.11,33.33,100.00,0.00,44.14,63.26,155.56
forward-epics-to-kafka,14,56,14.29,3,5,6,1,1,0.00,37.50,51.75,100.00,-20.00,62.18,72.33,200.00
forward-epics-to-kafka,28,28,25.00,3,4,6,0,1,0.00,57.14,78.68,200.00,-12.50,90.91,89.44,266.67
forward-epics-to-kafka,60,13,46.15,3,3,5,0,1,0.00,58.33,80.10,200.00,-34.34,50.68,68.65,175.00
forward-epics-to-kafka,90,9,66.67,4,2,5,0,1,0.00,58.33,73.60,200.00,-34.34,159.02,219.98,460.00
mobile-wiki,7,109,48.62,35,18,48,2,3,0.00,110.06,148.18,700.00,-21.05,142.88,258.96,1500.00
mobile-wiki,14,55,70.91,32,7,37,0,2,0.00,177.78,197.70,900.00,-17.96,131.96,225.57,1200.00
mobile-wiki,28,28,82.14,21,2,23,0,0,0.00,350.00,284.09,1100.00,2.59,83.88,100.25,438.46
mobile-wiki,60,13,92.31,11,1,12,0,0,0.00,559.72,356.36,1100.00,10.02,111.00,117.71,383.33
mobile-wiki,90,9,100.00,9,0,9,0,0,100.00,745.37,588.06,1850.00,7.16,104.93,94.52,311.43
forseti-security,7,118,5.08,1,5,6,0,0,0.00,16.67,40.82,100.00,4.76,145.18,200.93,533.33
forseti-security,14,59,10.17,1,5,6,0,0,0.00,25.00,61.24,150.00,3.70,104.54,71.20,210.00
forseti-security,28,30,16.67,1,4,5,0,0,0.00,40.00,89.44,200.00,32.00,43.13,13.72,61.76
forseti-security,60,14,21.43,1,2,3,0,0,0.00,66.67,115.47,200.00,15.57,419.79,380.33,770.59
forseti-security,90,10,30.00,1,2,3,0,0,0.00,66.67,115.47,200.00,10.78,285.91,447.61,802.39
my-each-prework,7,0,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-each-prework,14,0,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-each-prework,28,0,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-each-prework,60,0,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-each-prework,90,0,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Theia,7,107,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Theia,14,54,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Theia,28,27,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Theia,60,13,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Theia,90,9,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
data-hub-frontend,7,102,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
data-hub-frontend,14,51,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
data-hub-frontend,28,26,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
data-hub-frontend,60,12,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
data-hub-frontend,90,8,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
eos,7,104,45.19,33,14,46,0,1,0.00,185.99,197.49,900.00,-5.33,136.20,185.64,1100.00
eos,14,52,61.54,25,7,32,0,0,0.00,296.61,286.88,1300.00,2.96,132.72,189.71,933.33
eos,28,26,80.77,17,4,21,0,0,0.00,488.89,509.26,2000.00,2.94,93.70,93.70,380.00
eos,60,13,84.62,11,0,11,0,0,200.00,698.48,439.35,1550.00,22.65,107.16,74.28,286.70
eos,90,9,88.89,8,0,8,0,0,300.00,1012.50,658.87,1950.00,33.19,83.17,49.51,166.07
firebase-ios-sdk,7,107,0.93,0,1,1,0,0,0.00,0.00,0.00,0.00,200.00,200.00,0.00,200.00
firebase-ios-sdk,14,54,3.70,0,2,2,0,0,0.00,0.00,0.00,0.00,100.00,293.75,274.00,487.50
firebase-ios-sdk,28,27,7.41,0,2,2,0,0,0.00,0.00,0.00,0.00,24.56,48.39,33.70,72.22
firebase-ios-sdk,60,13,23.08,0,3,3,0,0,0.00,0.00,0.00,0.00,9.72,102.68,137.89,261.11
firebase-ios-sdk,90,9,11.11,1,0,1,0,0,100.00,100.00,0.00,100.00,33.84,33.84,0.00,33.84
ParlAI,7,109,7.34,0,8,7,1,0,0.00,0.00,0.00,0.00,0.00,333.60,418.88,1100.00
ParlAI,14,55,12.73,1,6,7,0,0,0.00,14.29,37.80,100.00,13.79,208.68,184.77,500.00
ParlAI,28,28,25.00,2,5,7,0,0,0.00,28.57,48.80,100.00,51.72,186.05,178.04,520.00
ParlAI,60,13,46.15,3,3,6,0,0,0.00,66.67,81.65,200.00,0.88,112.05,164.53,441.89
ParlAI,90,9,55.56,4,1,5,0,0,0.00,100.00,70.71,200.00,151.28,350.56,323.82,905.99
events,7,105,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
events,14,53,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
events,28,27,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
events,60,13,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
events,90,9,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
aiohttp_json_api,7,100,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
aiohttp_json_api,14,50,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
aiohttp_json_api,28,25,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
aiohttp_json_api,60,12,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
aiohttp_json_api,90,8,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
times-components,7,104,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
times-components,14,52,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
times-components,28,26,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
times-components,60,13,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
times-components,90,9,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
manageiq-providers-nuage,7,104,3.85,0,4,1,3,0,0.00,0.00,0.00,0.00,0.00,12.50,25.00,50.00
manageiq-providers-nuage,14,52,7.69,0,4,2,2,0,0.00,0.00,0.00,0.00,0.00,25.00,28.87,50.00
manageiq-providers-nuage,28,26,19.23,0,5,3,2,0,0.00,0.00,0.00,0.00,0.00,86.67,104.35,200.00
manageiq-providers-nuage,60,13,30.77,0,4,3,1,0,0.00,0.00,0.00,0.00,0.00,8.87,8.72,20.00
manageiq-providers-nuage,90,9,33.33,1,2,3,0,0,0.00,33.33,57.74,100.00,40.00,54.08,13.40,66.67
blockchain-wallet-v4-frontend,7,64,65.63,25,17,37,3,2,0.00,183.33,213.12,733.33,-32.26,90.95,98.05,400.00
blockchain-wallet-v4-frontend,14,32,78.13,19,6,25,0,0,0.00,327.33,322.21,1066.67,1.22,83.92,90.90,433.33
blockchain-wallet-v4-frontend,28,16,100.00,13,3,16,0,0,0.00,467.19,564.11,2133.33,3.42,82.30,128.96,507.89
blockchain-wallet-v4-frontend,60,8,100.00,8,0,8,0,0,100.00,1015.42,939.28,3000.00,34.37,135.37,154.78,506.54
blockchain-wallet-v4-frontend,90,5,100.00,5,0,5,0,0,300.00,1480.00,1147.12,2866.67,52.17,90.27,44.94,165.37
Giddh-New-Angular4-App,7,72,25.00,8,10,17,0,1,0.00,55.56,70.48,200.00,-1.32,119.71,132.10,433.33
Giddh-New-Angular4-App,14,36,47.22,9,8,16,0,1,0.00,70.59,84.89,300.00,-0.83,112.65,142.85,516.67
Giddh-New-Angular4-App,28,18,72.22,8,5,13,0,0,0.00,84.62,92.16,300.00,7.71,156.99,146.45,487.50
Giddh-New-Angular4-App,60,9,77.78,6,1,7,0,0,0.00,173.81,85.45,250.00,9.26,160.60,276.59,780.00
Giddh-New-Angular4-App,90,6,100.00,5,1,6,0,0,0.00,211.11,162.50,400.00,0.38,56.31,61.86,156.88
dcos-docs-site,7,77,31.17,14,10,23,0,1,0.00,129.17,169.99,600.00,-3.51,198.94,450.33,2100.00
dcos-docs-site,14,39,48.72,14,5,19,0,0,0.00,182.46,163.06,500.00,13.75,85.47,69.49,276.47
dcos-docs-site,28,20,70.00,11,3,14,0,0,0.00,247.62,191.69,600.00,11.27,118.36,151.14,452.94
dcos-docs-site,60,9,77.78,6,1,7,0,0,0.00,685.71,498.09,1200.00,20.95,104.86,59.48,156.76
dcos-docs-site,90,6,83.33,5,0,5,0,0,200.00,980.00,606.84,1500.00,16.46,101.26,66.01,174.29
bytom,7,87,2.30,1,1,2,0,0,0.00,100.00,141.42,200.00,266.67,419.70,216.42,572.73
bytom,14,44,4.55,1,1,2,0,0,0.00,100.00,141.42,200.00,466.67,774.25,434.98,1081.82
bytom,28,22,9.09,1,1,2,0,0,0.00,100.00,141.42,200.00,1366.67,1419.70,75.00,1472.73
bytom,60,11,18.18,1,1,2,0,0,0.00,100.00,141.42,200.00,185.19,189.99,6.79,194.79
bytom,90,7,28.57,1,1,2,0,0,0.00,100.00,141.42,200.00,248.96,285.59,51.80,322.22
planet,7,58,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
planet,14,29,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
planet,28,15,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
planet,60,7,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
planet,90,5,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
core,7,1059,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
core,7,706,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
core,7,706,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
core,14,531,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
core,14,354,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
core,14,354,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
core,28,267,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
core,28,178,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
core,28,178,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
core,60,126,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
core,60,84,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
core,60,84,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
core,90,84,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
core,90,56,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
core,90,56,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
EtherScamDB,7,95,28.42,14,13,27,0,0,0.00,79.17,95.13,325.00,7.69,436.49,1070.30,5100.00
EtherScamDB,14,48,35.42,14,3,17,0,0,0.00,162.25,121.20,400.00,2.70,165.97,235.89,940.00
EtherScamDB,28,24,45.83,10,1,11,0,0,0.00,282.95,205.72,700.00,26.94,130.56,105.49,321.92
EtherScamDB,60,11,54.55,6,0,6,0,0,300.00,560.42,289.44,1000.00,25.52,182.91,171.25,425.75
EtherScamDB,90,8,50.00,4,0,4,0,0,400.00,746.88,288.02,1100.00,64.92,188.86,133.18,377.89
iidy,7,83,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
iidy,14,42,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
iidy,28,21,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
iidy,60,10,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
iidy,90,7,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
idseq-web,7,92,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
idseq-web,14,46,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
idseq-web,28,23,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
idseq-web,60,11,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
idseq-web,90,8,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
confs.tech,7,90,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
confs.tech,14,45,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
confs.tech,28,23,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
confs.tech,60,11,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
confs.tech,90,7,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Kakunin,7,91,2.20,0,2,1,1,0,0.00,0.00,0.00,0.00,0.00,66.67,94.28,133.33
Kakunin,14,46,4.35,0,2,1,1,0,0.00,0.00,0.00,0.00,0.00,83.34,117.85,166.67
Kakunin,28,23,8.70,0,2,1,1,0,0.00,0.00,0.00,0.00,0.00,20.84,29.47,41.67
Kakunin,60,11,18.18,0,2,2,0,0,0.00,0.00,0.00,0.00,42.11,137.72,135.21,233.33
Kakunin,90,8,25.00,0,2,2,0,0,0.00,0.00,0.00,0.00,32.00,232.67,283.78,433.33
