2,0
3,0
4,0
5,0
12,0
16,1
21,0
22,0
23,0
24,5
47,7
51,5
52,0
57,9
68,0
74,0
84,0
89,0
97,2
100,0
101,0
102,0
103,0
104,0
106,0
107,0
108,0
109,0
112,0
114,0
115,0
116,0
117,0
119,0
120,0
121,0
122,0
123,0
125,0
126,0
127,0
129,0
130,0
132,0
133,0
135,0
136,0
137,0
138,0
142,0
144,0
145,1
149,0
151,0
154,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
198,0
199,0
200,0
201,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
215,0
219,0
220,0
225,0
226,0
227,0
228,0
231,0
235,0
246,0
247,0
251,0
252,0
253,0
255,0
257,0
258,0
259,0
261,0
263,0
264,0
273,0
274,0
277,0
278,1
279,0
281,0
283,0
284,0
285,0
289,0
290,0
291,0
294,0
296,0
297,0
298,0
314,0
318,0
323,0
327,0
329,0
335,1
352,0
353,0
354,0
355,0
357,0
358,0
359,0
360,0
361,0
362,2
365,0
376,0
377,0
378,0
379,0
380,0
381,0
397,0
399,0
401,0
404,0
405,0
406,0
407,0
408,0
409,0
411,0
414,0
415,0
416,0
417,0
418,0
419,0
420,0
421,0
422,0
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,0
432,0
434,0
435,0
436,0
438,0
439,0
440,0
441,0
442,0
443,0
445,0
447,0
450,0
452,0
453,0
458,0
459,0
460,0
468,0
519,0
531,0
532,0
575,0
610,0
631,0
657,0
662,0
690,0
691,0
694,0
695,0
696,0
705,0
713,0
714,0
715,0
716,0
717,0
721,0
726,0
757,1
762,1
774,0
785,0
786,0
787,0
788,0
790,0
803,0
868,0
869,0
870,0
881,0
906,0
910,0
915,0
916,0
917,0
918,0
921,0
923,0
939,0
943,42
944,0
952,0
955,0
956,0
983,0
987,0
993,0
995,0
997,0
1030,0
1051,0
1059,3
1099,2
1110,0
1154,0
1171,1
1172,0
1186,0
1187,0
1210,17
1218,0
1221,0
1228,0
1229,8
1231,2
1246,0
1248,0
1251,0
1255,0
1261,3
1268,0
1273,1
1287,1
1288,1
1289,0
1292,0
1296,0
1304,0
1305,0
1306,4
1311,0
1314,1
1321,17
1324,1
1326,0
1336,1
1340,0
1341,0
1344,0
1345,0
1351,0
1356,1
1357,0
1358,0
1362,0
1363,0
1364,0
1365,0
1366,0
1371,0
1376,0
1378,0
1379,0
1382,0
1384,0
1386,0
1389,0
1391,0
1395,0
1396,0
1400,0
1403,0
1404,0
1405,0
1406,0
1408,2
1413,0
1414,0
1417,1
1422,0
1423,0
1426,0
1427,0
1432,0
1436,0
1437,0
1438,0
1440,0
1441,0
1445,0
1446,2
1447,0
1448,0
1450,0
1453,0
1458,0
1460,0
1462,0
1466,0
1470,0
1472,0
1494,0
1498,0
1503,0
1505,0
1506,0
1508,0
1509,0
1511,0
1512,0
1513,0
1524,0
1528,2
1536,0
1541,0
1542,0
1544,0
1546,0
1548,0
1557,0
1558,0
1565,0
1570,0
1572,0
1576,0
1578,0
1580,0
1581,0
1582,0
1583,0
1585,0
1586,0
1587,0
1588,0
1589,0
1591,0
1594,0
1596,0
1599,2
1603,0
1606,0
1607,0
1612,2
1616,0
1621,2
1622,0
1624,0
1625,0
1626,0
1627,0
1628,0
1629,0
1630,0
1631,0
1632,0
1633,0
1636,0
1637,0
1639,0
1643,0
1648,0
1649,0
1650,0
1651,0
1652,0
1653,0
1655,0
1657,0
1658,0
1659,0
1660,0
1661,0
1662,0
1663,0
1664,0
1665,0
1669,0
1672,0
1674,0
1676,0
1677,0
1678,0
1679,2
1683,0
1685,0
1686,0
1687,0
1688,0
1690,0
1691,0
1692,0
1693,0
1694,0
1697,0
1699,0
1700,0
1701,0
1704,0
1709,0
1710,0
1712,0
1715,0
1718,0
1720,0
1721,0
1723,4
1724,0
1726,0
1727,0
1728,0
1731,0
1733,0
1736,0
1739,0
1740,4
1748,0
1750,0
1751,0
1754,0
1755,0
1757,0
1758,0
1760,0
1761,0
1765,0
1766,0
1768,0
1771,0
1775,0
1776,0
1781,0
1784,0
1788,0
1789,0
1791,0
1793,0
1794,0
1796,0
1797,0
1798,0
1799,0
1800,0
1801,0
1803,0
1805,0
1806,0
1808,0
1810,0
1813,0
1817,0
1818,0
1819,0
1821,0
1822,0
1823,4
1830,0
1831,0
1844,0
1845,0
1848,0
1849,2
1862,0
1867,0
1870,0
1884,0
1886,0
1891,0
1894,0
1895,0
1897,0
1902,4
1907,0
1908,0
1909,2
1910,0
1912,0
1915,0
1917,0
1918,0
1921,0
1926,0
1927,0
1929,0
1930,2
1932,6
1935,0
1938,2
1942,2
1945,0
1950,0
1951,2
1954,0
1955,0
1956,0
1958,2
1966,2
1969,0
1973,2
1974,0
1976,0
1977,0
1978,0
1979,0
1983,0
1984,0
1989,2
1990,2
1996,2
2007,2
2009,0
2010,2
2011,0
2013,0
2017,0
2024,0
2032,0
2033,0
2034,0
2035,0
2038,2
2045,2
2047,0
2052,0
2055,0
2057,0
2058,0
2062,0
2063,0
2064,0
2066,0
2067,0
2068,0
2070,0
2072,0
2073,0
2074,0
2075,0
2076,0
2077,0
2079,0
2082,0
2083,0
2084,0
2085,0
2086,0
2090,0
2091,0
2092,0
2093,0
2096,0
2098,0
2099,0
2100,0
2101,0
2102,0
2103,0
2104,2
2105,0
2106,0
2107,0
2108,0
2112,0
2113,0
2114,0
2115,0
2117,0
2118,0
2119,0
2120,0
2121,0
2122,0
2123,0
2124,0
2126,0
2133,0
2135,4
2141,2
2146,0
2149,0
2150,0
2151,0
2154,0
2155,0
2156,0
2159,2
2162,2
2165,0
2168,2
2176,3
2177,0
2181,2
2184,0
2190,0
2191,0
2192,0
2196,0
2198,2
2203,2
2208,0
2213,4
2216,2
2223,0
2232,0
2244,2
2248,2
2280,6
2288,0
2292,2
2295,2
2299,0
2302,0
2309,6
2311,4
2315,2
2316,0
2322,2
2336,0
2338,0
2339,2
2341,0
2358,0
2373,0
2374,0
2388,2
2394,0
2396,0
2398,0
2399,0
2400,0
2402,0
2403,0
2404,0
2405,0
2406,0
2407,0
2408,0
2409,0
2410,0
2411,0
2413,0
2417,0
2418,0
2419,0
2420,0
2421,0
2423,0
2426,0
2443,0
2445,0
2446,0
2447,0
2452,0
2458,0
2461,0
2463,0
2486,0
2510,0
2514,0
2517,0
2542,0
2548,0
